SENTTOT,SENTTOT0,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,DOBMON,EDUCATN,ENCRYPT2,HISPORIG,INOUT,NEWRACE,OFFTYPSB,SENTIMP,SENTMON,DOBYR,SENTYR
360,360,1,211,1,31,1,16,0,2,,3,4,1,3,1970,2017
60,60,1,211,1,55,9,32,0,1,,1,13,1,3,1989,2017
97,97,1,211,1,31,11,12,0,1,,1,23,1,3,1968,2017
,0,3,45,1,30,5,16,0,1,1,2,27,4,3,1967,2017
,,,,,22,8,,0,0,1,,35,0,3,1992,2017
108,108,1,211,1,53,5,34,0,1,,1,10,1,3,1978,2017
,0,1,211,1,35,7,10,0,1,,2,10,1,3,1978,2017
,0,1,211,0,55,2,10,0,1,,6,31,3,3,1982,2017
24,24,3,20,1,35,9,12,0,2,,3,18,1,3,1984,2017
,0,1,211,1,29,8,12,0,1,1,1,17,4,3,1973,2017
,0,3,25,1,9,1,16,0,1,1,2,16,4,3,1980,2017
120,120,1,211,1,35,1,21,0,1,,1,10,1,3,1969,2017
60,60,1,211,1,35,2,34,0,1,,1,10,1,3,1982,2017
46,46,1,211,1,75,5,11,0,2,,3,13,1,3,1971,2017
140,140,1,211,1,45,12,21,0,2,,3,10,1,3,1972,2017
,0,1,211,0,35,9,34,0,1,1,1,31,4,3,1971,2017
60,60,1,211,1,64,7,11,0,2,,3,10,1,3,1994,2017
72,72,1,211,1,45,8,12,0,1,,1,28,1,3,1968,2017
11,11,1,211,1,78,10,12,0,2,,3,18,1,3,1984,2017
24,24,3,49,1,84,10,9,0,2,,3,27,1,3,1981,2017
0.3,0.3,4,38,0,7,11,9,0,1,,2,10,1,3,1989,2017
97,97,1,211,1,91,11,32,0,2,,3,10,1,3,1984,2017
24,24,1,211,1,7,10,12,0,1,,2,10,1,3,1948,2017
,0,3,,1,37,7,,0,2,,3,27,1,3,1976,2017
120,120,1,211,1,42,3,10,0,2,,3,10,1,3,1989,2017
60,60,1,211,1,42,10,21,0,1,,1,5,1,3,1979,2017
470,470,1,211,1,19,5,21,0,1,,2,3,1,3,1979,2017
18,18,3,49,1,84,3,12,0,2,,3,27,1,3,1977,2017
2.39,2.39,3,49,1,84,7,12,0,2,0,3,27,1,3,1982,2017
10,10,3,49,1,42,6,4,0,2,,3,27,1,3,1985,2017
42,42,1,211,1,5,2,21,0,1,,2,10,1,3,1980,2017
12,12,3,49,1,42,3,5,0,2,,3,27,1,3,1974,2017
470,470,1,211,1,42,8,11,0,2,,3,24,1,3,1986,2017
60,60,1,211,1,95,7,34,0,1,,1,10,1,3,1984,2017
,0,1,211,1,70,2,34,0,1,1,6,17,4,3,1973,2017
470,470,1,211,1,19,5,21,0,1,,2,3,1,3,1980,2017
36,36,1,211,1,60,11,21,0,1,,1,10,1,3,1990,2017
180,180,1,211,1,60,11,32,0,1,,2,10,1,3,1980,2017
60,60,1,211,0,22,1,24,0,1,,1,28,1,3,1974,2017
87,87,1,211,1,31,8,32,0,1,,2,10,1,3,1986,2017
90,90,2,49,1,17,3,23,0,2,,3,10,1,3,1975,2017
41,41,1,211,1,51,2,21,0,1,,2,18,1,3,1980,2017
42,42,1,211,0,22,11,34,0,1,,1,28,1,3,1987,2017
83,83,1,211,1,32,5,12,0,1,,2,24,1,3,1992,2017
180,180,1,211,1,89,3,22,0,1,,6,4,1,3,1974,2017
180,180,1,211,1,36,11,22,0,1,,2,28,1,3,1980,2017
120,120,1,211,1,89,6,34,0,1,,1,28,1,3,1988,2017
,0,1,211,0,7,12,12,0,2,,3,10,4,3,1988,2017
7,7,2,81,1,7,12,11,0,2,,3,10,1,3,1969,2017
120,120,1,211,0,41,5,24,0,1,,1,4,1,3,1986,2017
33,33,3,52,1,42,9,32,0,1,,6,13,1,3,1973,2017
15,15,1,211,1,22,1,21,0,1,,2,10,1,3,1979,2017
2.96,2.96,2,41,1,7,9,16,0,1,,1,18,1,3,1980,2017
270,270,1,211,1,12,11,11,0,1,,2,10,1,3,1973,2017
21,21,1,211,1,42,1,10,0,2,,3,13,1,3,1998,2017
66,66,1,211,1,79,12,34,0,1,,2,10,1,3,1970,2017
15,15,1,211,1,89,8,12,0,2,,3,5,1,3,1992,2017
21,21,3,49,1,41,3,9,0,2,,3,27,1,3,1989,2017
,0,3,30,1,4,1,0,0,2,0,3,27,1,3,1961,2017
30,30,3,37,1,42,7,4,0,2,,3,27,1,3,1983,2017
,0,1,211,0,42,11,22,0,2,1,3,12,4,3,1993,2017
,0,3,40,1,35,10,,0,2,0,3,27,1,3,1986,2017
155,155,1,211,1,41,1,9,0,2,,3,10,1,3,1980,2017
,,1,211,,88,8,,0,1,,1,18,0,3,1974,2017
120,120,2,53,1,22,10,34,0,2,,3,10,1,3,1980,2017
240,240,1,211,1,28,7,8,0,1,,1,28,1,3,1982,2017
3.94,3.94,3,37,1,70,5,31,0,2,,3,27,1,3,1986,2017
32,32,3,32,1,22,8,3,0,2,,3,27,1,3,1980,2017
54,54,1,211,1,14,4,12,0,1,,2,10,1,3,1991,2017
,0,1,211,1,70,3,21,0,1,1,1,35,3,3,1983,2017
8,8,3,49,1,70,1,11,0,2,,3,27,1,3,1987,2017
,0,3,37,1,31,6,,0,2,0,3,27,1,3,1969,2017
18,18,3,49,1,70,2,6,0,2,,3,27,1,3,1976,2017
10,10,3,49,1,70,5,6,0,2,,3,27,1,3,1981,2017
6,6,3,49,1,84,2,7,0,2,,3,27,1,3,1985,2017
12.03,12.03,3,49,1,84,2,34,0,2,,3,27,1,3,1983,2017
8,8,3,40,1,70,2,11,0,2,,3,27,1,3,1995,2017
13,13,3,49,1,70,6,6,0,2,,3,10,1,3,1979,2017
80,80,1,211,1,83,10,21,0,1,,2,13,1,3,1986,2017
,0,3,49,,42,11,,0,2,,3,18,1,3,1997,2017
10,10,3,49,1,70,3,11,0,2,0,3,27,1,3,1977,2017
5.39,5.39,3,49,1,70,7,3,0,2,0,3,27,1,3,1977,2017
2.46,2.46,3,37,1,42,2,5,0,2,,3,27,1,3,1989,2017
100,100,1,211,1,23,11,34,0,1,,1,10,1,3,1964,2017
15,15,1,211,1,73,9,12,0,2,,3,18,1,3,1957,2017
60,60,1,211,1,49,8,37,0,1,,2,10,1,3,1983,2017
5.13,5.13,3,49,1,70,10,5,0,2,0,3,27,1,3,1990,2017
51,51,1,211,0,73,2,34,0,1,,6,18,1,3,1950,2017
18,18,1,211,1,73,9,10,0,2,,3,13,1,3,1983,2017
78,78,3,49,0,73,10,12,0,2,,3,10,1,3,1978,2017
12.03,12.03,3,40,1,42,2,6,0,2,,3,27,1,3,1976,2017
75,75,1,211,1,73,4,34,0,1,,1,4,1,3,1991,2017
144,144,1,211,1,89,12,32,0,2,,3,13,1,3,1987,2017
34,34,1,211,1,62,4,21,0,1,,2,4,1,3,1979,2017
120,120,4,49,1,70,11,9,0,2,,3,10,1,3,1975,2017
120,120,1,211,1,73,11,16,0,2,,3,10,1,3,1976,2017
240,240,1,211,1,73,4,34,0,2,,3,17,1,3,1968,2017
36,36,1,211,0,72,2,34,0,1,,1,18,1,3,1957,2017
70,70,1,211,1,73,3,12,0,1,,1,18,1,3,1952,2017
60,60,1,211,1,87,10,34,0,1,,1,18,1,3,1974,2017
87,87,1,211,1,23,7,12,0,1,,1,10,1,3,1989,2017
,0,3,32,1,73,3,34,0,2,1,3,18,3,3,1981,2017
120,120,1,211,1,49,6,34,0,1,,2,4,1,3,1977,2017
13,13,1,211,1,71,11,21,0,1,,1,10,2,3,1973,2017
45,45,2,42,1,73,9,12,0,1,,1,6,1,3,1984,2017
36,36,1,211,1,23,7,9,0,1,0,2,29,1,3,1985,2017
36,36,1,211,1,23,1,21,0,1,0,2,29,1,3,1977,2017
6,6,3,49,1,70,2,8,0,2,,3,27,1,3,1979,2017
12.03,12.03,3,24,1,30,8,34,0,2,,3,27,1,3,1962,2017
78,78,1,211,1,30,12,34,0,1,,2,13,1,3,1991,2017
63,63,1,211,1,69,8,10,0,1,,6,5,1,3,1972,2017
10,10,3,49,1,84,11,0,0,2,,3,27,1,3,1960,2017
21,21,3,49,1,84,4,12,0,2,,3,27,1,3,1962,2017
32,32,3,49,1,49,2,4,0,2,,3,18,1,3,1988,2017
21,21,1,211,1,30,9,16,0,1,,6,18,1,3,1976,2017
5,5,3,30,0,30,4,9,0,2,0,3,27,1,3,1963,2017
3.15,3.15,3,40,1,30,5,6,0,2,0,3,27,1,3,1971,2017
24,24,1,211,1,89,7,21,0,1,,6,30,1,3,1980,2017
51,51,1,211,1,49,3,10,0,1,,2,13,1,3,1989,2017
,0,1,211,1,30,8,34,0,1,,2,35,3,3,1973,2017
48,48,1,211,1,51,11,34,0,1,,2,13,1,3,1991,2017
5.23,5.23,3,49,1,30,7,6,0,2,0,3,27,1,3,1978,2017
44,44,1,211,1,34,3,12,0,1,,2,11,1,3,1985,2017
50,50,1,211,1,22,7,16,0,1,,2,18,1,3,1975,2017
21,21,1,211,1,76,11,12,0,1,,1,30,1,3,1989,2017
300,300,1,211,1,83,4,9,0,1,,1,13,1,3,1997,2017
63,63,1,211,0,32,10,12,0,1,,1,28,1,3,1967,2017
72,72,1,211,1,76,9,21,0,1,,1,10,1,3,1957,2017
,0,1,211,0,13,4,34,0,1,,1,31,4,3,1954,2017
4.39,4.39,3,23,1,30,3,12,0,2,0,3,27,1,3,1966,2017
4,4,3,49,1,62,11,9,0,2,0,3,27,1,3,1993,2017
5,5,3,49,1,62,5,2,0,2,0,3,27,1,3,1967,2017
,0,1,211,1,89,6,12,0,2,,3,18,4,3,1991,2017
8,8,1,211,1,52,10,12,0,1,,1,35,2,3,1978,2017
120,120,3,32,1,16,3,1,0,2,,3,4,1,3,1979,2017
6.89,6.89,3,49,1,62,6,6,0,2,0,3,27,1,3,1975,2017
,0,1,211,1,51,2,24,0,1,1,2,18,4,3,1957,2017
44,44,1,211,1,23,4,34,0,1,,2,10,1,3,1996,2017
84,84,1,211,1,62,1,12,0,1,,2,10,1,3,1983,2017
96,96,1,211,1,16,1,12,0,1,,2,6,1,3,1987,2017
12,12,2,30,1,6,3,12,0,2,0,3,18,1,3,1967,2017
,0,1,211,1,69,8,16,0,1,1,1,34,4,3,1947,2017
27,27,2,32,1,1,5,4,0,2,,3,10,1,3,1973,2017
21,21,1,211,1,45,4,12,0,1,,1,13,1,3,1981,2017
9,9,1,211,1,65,9,10,0,1,,2,18,2,3,1995,2017
48,48,1,211,1,64,8,12,0,1,,6,18,1,3,1986,2017
,0,1,211,0,78,5,16,0,1,,1,18,1,3,1956,2017
70,70,3,49,1,78,12,9,0,2,,3,10,1,3,1987,2017
6,6,1,211,1,42,9,11,0,2,,3,10,1,3,1996,2017
,0,1,211,1,12,7,24,0,1,,1,23,3,3,1950,2017
30,30,1,211,1,19,8,16,0,1,,1,18,1,3,1959,2017
24,24,1,211,1,42,6,10,0,2,,3,27,1,3,1995,2017
,0,1,211,0,12,12,12,0,1,,6,18,3,3,1938,2017
140,140,1,211,1,17,8,11,0,1,,2,13,1,3,1993,2017
120,120,1,211,1,89,6,21,0,1,,1,10,1,3,1981,2017
12.03,12.03,1,211,1,6,6,34,0,2,,3,10,1,3,1991,2017
,0,1,211,1,49,12,16,0,1,1,1,18,4,3,1964,2017
6,6,3,49,,70,10,,0,2,0,3,12,1,12,1994,2016
3.12,3.12,3,49,,70,1,,0,2,0,3,27,1,1,1978,2017
8.87,8.87,3,49,,70,6,,0,2,0,3,12,1,1,1987,2017
6,6,3,49,,70,2,,,2,0,3,12,1,11,1986,2016
7.88,7.88,3,49,,70,5,,0,2,0,3,12,1,1,1979,2017
3,3,3,49,,70,1,,0,2,0,3,12,1,1,1993,2017
5.91,5.91,3,49,,70,5,,0,2,0,3,12,1,1,1995,2017
5.91,5.91,3,49,,70,5,,0,2,0,3,12,1,1,1982,2017
11,11,3,49,1,12,3,32,0,2,0,3,27,1,2,1983,2017
7,7,3,49,1,42,2,6,0,2,0,3,27,1,1,1974,2017
3.16,3.16,3,49,,70,11,,,2,0,3,18,1,2,1962,2017
30,30,1,211,1,9,11,34,0,1,,1,22,1,2,1951,2017
48,48,1,211,1,1,11,34,0,1,,2,10,1,3,1990,2017
1,1,3,49,,70,2,,0,2,0,3,12,1,1,1990,2017
10,10,3,30,1,1,4,6,0,2,,3,27,1,2,1986,2017
120,120,3,31,0,31,7,1,0,2,,3,10,1,2,1986,2017
34.69,34.69,1,211,1,12,11,32,0,2,,3,10,1,3,1987,2017
70,70,1,211,1,18,5,21,0,1,0,2,13,2,2,1991,2017
30,30,3,49,0,42,6,9,0,2,,3,10,1,3,1988,2017
6,6,3,49,1,48,6,1,0,2,0,3,27,1,2,1986,2017
6,6,1,211,1,70,4,10,0,1,,1,10,1,3,1959,2017
30,30,3,58,1,31,4,32,0,1,,2,10,1,3,1968,2017
132,132,1,211,1,43,8,21,0,1,,1,10,1,3,1988,2017
18,18,3,49,1,42,4,10,0,2,,3,10,1,2,1992,2017
60,60,1,211,1,74,7,10,0,2,,3,10,1,3,1990,2017
30,30,1,211,1,18,6,8,0,1,,2,13,2,2,1989,2017
41,41,2,49,1,74,10,21,0,2,,3,10,1,3,1993,2017
0.13,0.13,4,,,73,7,,0,0,0,,35,1,3,1989,2017
65,65,1,211,1,43,3,8,0,2,,3,10,1,3,1976,2017
30,30,1,211,0,42,9,11,0,2,,3,10,1,3,1991,2017
12.03,12.03,3,49,1,74,11,32,0,2,,3,27,1,3,1959,2017
6.23,6.23,1,211,0,42,8,10,0,2,,3,10,2,3,1994,2017
4,4,2,,1,74,3,,,2,0,3,27,1,3,1969,2017
42,42,3,49,0,84,3,32,0,2,,3,10,1,3,1994,2017
15,15,3,49,1,74,5,10,0,2,,3,27,1,3,1972,2017
6,6,3,49,1,74,10,8,0,2,,3,27,1,3,1989,2017
108,108,1,211,1,17,2,21,0,1,,2,10,1,3,1970,2017
,0,3,49,1,74,10,,0,2,,3,27,4,3,1987,2017
40,40,2,49,1,74,10,11,0,2,,3,10,1,3,1997,2017
60,60,1,211,1,15,6,21,0,2,,3,10,1,3,1981,2017
188,188,1,211,1,33,6,21,0,1,,1,10,1,3,1979,2017
98,98,1,211,1,23,2,21,0,1,,2,18,1,3,1978,2017
84,84,1,211,1,80,8,24,0,0,,6,28,1,3,1978,2017
60,60,3,49,1,74,11,2,0,2,,3,27,1,3,1972,2017
27,27,3,49,1,42,12,10,0,2,,3,27,1,3,1972,2017
66,66,3,49,1,72,9,34,0,2,,3,10,1,3,1985,2017
36,36,3,49,0,81,10,2,0,2,,3,27,1,3,1979,2017
36,36,1,211,1,81,8,21,0,1,,1,13,1,3,1974,2017
50,50,3,49,1,42,2,6,0,2,,3,27,1,3,1984,2017
10,10,3,37,1,70,4,9,0,2,,3,27,1,3,1983,2017
1.97,1.97,3,49,1,42,9,,0,2,0,3,27,1,3,1993,2017
12,12,3,32,1,42,4,10,0,2,,3,27,1,3,1949,2017
70,70,1,211,0,91,8,12,0,1,,2,24,1,3,1992,2017
7.49,7.49,3,49,1,65,6,37,0,2,0,3,27,1,3,1996,2017
12,12,3,49,1,42,2,9,0,2,,3,27,1,3,1975,2017
26,26,3,49,1,42,6,6,0,2,,3,27,1,3,1956,2017
12,12,3,49,1,42,8,8,0,2,,3,27,1,3,1977,2017
60,60,1,211,1,80,8,34,0,1,,2,10,1,3,1989,2017
10,10,3,40,1,42,7,9,0,2,,3,27,1,3,1977,2017
27,27,1,211,1,42,8,21,0,2,,3,27,1,3,1945,2017
21,21,3,49,1,42,11,9,0,2,,3,27,1,3,1982,2017
120,120,1,211,1,37,3,12,0,1,,1,35,1,3,1991,2017
24,24,1,211,1,45,4,11,0,1,,2,13,1,3,1978,2017
36,36,1,211,1,80,3,32,0,1,,2,10,2,3,1990,2017
16,16,3,32,1,42,4,11,0,2,,3,27,1,3,1990,2017
24,24,3,40,1,42,8,9,0,2,,3,27,1,3,1977,2017
12,12,3,49,1,42,8,12,0,2,0,3,27,1,3,1974,2017
8,8,3,49,1,74,3,6,0,2,,3,27,1,3,1988,2017
13,13,1,211,1,74,6,12,0,2,,3,27,1,3,1986,2017
24,24,3,49,0,74,7,34,0,2,,3,10,1,3,1996,2017
10.1,10.1,3,49,1,42,3,9,0,2,0,3,27,1,3,1977,2017
12.03,12.03,2,49,1,74,8,12,0,2,,3,16,1,3,1986,2017
21,21,3,49,1,42,5,21,0,2,,3,27,1,3,1964,2017
0.03,0.03,1,211,1,13,2,9,0,1,,2,13,2,3,1964,2017
80,80,1,211,1,28,9,9,0,1,,1,10,1,3,1980,2017
18,18,1,211,1,41,5,10,0,2,,3,10,1,3,1963,2017
4.53,4.53,3,49,1,74,1,12,0,2,0,3,27,1,3,1966,2017
,0,3,49,1,42,2,6,0,2,0,3,27,1,3,1981,2017
64,64,1,211,1,48,12,11,0,1,,2,10,1,3,1958,2017
27,27,3,49,1,42,2,6,0,2,,3,27,1,3,1986,2017
,0,1,211,1,13,5,12,0,1,0,2,18,1,3,1988,2017
52,52,1,211,1,84,4,12,0,2,,3,13,1,3,1988,2017
,0,1,211,0,20,9,24,0,1,,1,18,4,3,1974,2017
,,,,,81,,,0,0,1,,35,0,3,,2017
21,21,3,49,1,41,9,8,0,2,,3,27,1,3,1989,2017
10,10,1,211,1,42,6,12,0,2,,3,27,1,3,1988,2017
12.03,12.03,3,49,1,41,6,12,0,2,,3,27,1,3,1985,2017
18,18,1,211,1,28,2,12,0,1,,2,13,1,3,1996,2017
21,21,1,211,1,5,12,32,0,2,,3,13,1,3,1990,2017
188,188,1,211,1,28,1,34,0,1,,1,28,1,3,1965,2017
,0,1,211,1,83,4,8,0,1,1,1,17,4,3,1958,2017
27.43,27.43,1,211,1,65,2,8,0,1,,1,13,1,3,1971,2017
21,21,3,49,1,42,3,6,0,2,,3,27,1,3,1972,2017
6.79,6.79,1,211,1,41,5,10,0,2,0,3,20,1,3,1997,2017
34,34,1,211,1,37,11,21,0,1,,1,13,1,3,1975,2017
27,27,1,211,1,60,7,34,0,1,,2,18,1,3,1976,2017
,0,1,211,1,37,1,10,0,1,,2,10,4,3,1970,2017
120,120,1,211,1,83,10,21,0,1,,1,10,1,3,1983,2017
27,27,1,211,1,48,11,9,0,1,,2,13,1,3,1989,2017
70,70,3,28,0,31,4,12,0,2,,3,10,1,3,1967,2017
,0,1,211,0,56,6,16,0,1,,1,4,3,3,1986,2017
46,46,1,211,1,86,9,34,0,1,,6,10,1,3,1982,2017
120,120,5,28,0,31,10,4,0,2,,3,10,1,3,1978,2017
78,78,1,211,0,86,2,16,0,1,,1,28,1,3,1976,2017
63,63,1,211,1,28,3,9,0,1,,1,13,1,3,1988,2017
,0,3,49,,70,1,,0,2,,3,30,1,3,1994,2017
18,18,3,49,1,70,1,6,0,2,,3,27,1,3,1971,2017
4.43,4.43,3,49,1,42,9,9,0,2,0,3,27,1,3,1992,2017
36,36,1,211,0,14,10,12,0,1,,1,18,1,3,1970,2017
120,120,5,31,0,31,6,8,0,2,,3,10,1,3,1973,2017
9,9,3,49,1,41,6,9,0,2,0,3,27,1,3,1992,2017
46,46,1,211,1,34,3,21,0,0,,2,13,1,3,1987,2017
36,36,1,211,1,31,8,12,0,1,,2,18,1,3,1993,2017
188,188,1,211,1,9,12,21,0,1,,2,10,1,3,1980,2017
27,27,1,211,1,17,6,21,0,1,,2,10,1,3,1988,2017
84,84,1,211,1,56,10,11,0,1,,2,24,1,3,1988,2017
13.03,13.03,,49,1,70,3,9,0,2,,3,10,1,3,1997,2017
18,18,3,49,1,70,7,1,0,2,,3,27,1,3,1989,2017
60,60,1,211,1,25,11,34,0,1,,1,10,1,3,1963,2017
0.79,0.79,1,211,,74,8,,0,2,0,3,27,1,3,1991,2017
36,36,,49,0,70,4,32,0,2,,3,10,1,3,1990,2017
57,57,1,211,1,47,6,12,0,2,,3,10,1,3,1988,2017
72,72,1,211,1,30,6,34,0,1,,2,18,1,3,1990,2017
63,63,1,211,1,73,8,12,0,1,,2,13,1,3,1978,2017
4,4,3,49,1,70,2,9,0,2,,3,27,1,3,1993,2017
10,10,1,211,1,70,4,22,0,1,,1,10,1,3,1984,2017
43,43,1,211,1,31,12,9,0,1,,2,13,1,3,1981,2017
24,24,1,211,1,40,6,10,0,1,0,2,30,1,3,1976,2017
,0,1,211,1,68,8,12,0,1,,1,10,1,3,1979,2017
144,144,1,211,1,79,8,12,0,1,,1,13,1,3,1971,2017
144,144,1,211,1,68,1,12,0,1,,1,10,1,3,1963,2017
69,69,1,211,1,47,9,12,0,2,,3,10,1,3,1983,2017
121,121,2,20,1,30,7,12,0,2,,3,28,1,3,1963,2017
46,46,1,211,0,31,10,12,0,2,,3,10,1,3,1997,2017
48,48,1,211,1,39,4,9,0,1,,1,11,1,3,1993,2017
7,7,3,49,1,70,5,4,0,2,,3,27,1,3,1990,2017
63,63,3,49,1,39,3,10,0,2,,3,10,1,3,1989,2017
,0,1,211,1,56,2,12,0,1,1,2,22,3,3,1980,2017
135,135,1,211,1,68,2,12,0,1,,6,4,1,3,1971,2017
,0,1,211,0,83,3,16,0,1,0,1,18,1,3,1954,2017
120,120,1,211,1,68,10,8,0,1,,1,10,1,3,1964,2017
71,71,3,32,1,42,11,21,0,2,,3,27,1,3,1976,2017
,0,1,211,0,56,9,23,0,1,,2,22,4,3,1979,2017
6,6,1,211,1,39,4,11,0,1,0,1,17,1,3,1982,2017
17,17,3,49,1,39,12,10,0,2,,3,27,1,3,1975,2017
360,360,1,211,1,46,12,32,0,1,,1,28,1,3,1986,2017
14,14,1,211,1,12,9,10,0,1,,6,18,1,3,1967,2017
21.39,21.39,1,211,1,69,2,21,0,1,0,6,5,1,3,1969,2017
10,10,3,49,1,39,7,,0,2,0,3,27,1,3,1967,2017
51,51,1,211,0,39,11,12,0,2,,3,24,1,3,1992,2017
51,51,1,211,1,44,9,11,0,1,,2,13,1,3,1987,2017
120,120,1,211,1,67,3,34,0,1,,1,28,1,3,1973,2017
,0,,,,22,8,,0,1,1,2,27,4,3,1972,2017
4.46,4.46,3,37,1,42,6,5,0,2,0,3,27,1,3,1983,2017
4.39,4.39,3,49,1,42,2,7,0,2,0,3,27,1,3,1962,2017
70,70,3,28,0,31,1,12,0,2,,3,10,1,3,1963,2017
4.33,4.33,3,49,1,42,9,9,0,2,0,3,27,1,3,1992,2017
70,70,3,49,1,67,4,7,0,2,,3,10,1,3,1992,2017
4.46,4.46,3,49,1,42,3,7,0,2,0,3,27,1,3,1996,2017
46,46,3,49,1,39,8,12,0,2,,3,10,1,3,1985,2017
24,24,3,49,1,39,9,8,0,2,,3,35,1,3,1983,2017
12.03,12.03,1,211,1,42,10,21,0,1,,1,35,1,3,1977,2017
180,180,1,211,1,67,10,34,0,1,,1,10,1,3,1981,2017
220.26,220.26,1,211,1,39,6,7,0,2,,3,10,1,3,1991,2017
,0,3,46,1,39,8,16,0,1,0,1,30,1,3,1989,2017
3.65,3.65,3,49,1,42,4,9,0,2,0,3,27,1,3,1986,2017
13,13,3,49,1,84,12,9,0,2,,3,27,1,3,1988,2017
,0,1,211,0,42,3,34,0,2,1,3,10,3,3,1997,2017
,0,1,211,1,22,9,,0,1,1,1,35,4,3,1982,2017
36,36,1,211,0,42,4,34,0,2,,3,10,1,3,1976,2017
70,70,3,49,1,39,3,8,0,2,,3,10,1,3,1984,2017
51,51,1,211,1,39,7,16,0,1,,1,18,1,3,1988,2017
,,1,211,,81,12,,,0,1,2,35,0,3,1996,2017
30,30,3,49,0,42,4,9,0,2,,3,10,1,3,1981,2017
6,6,1,211,1,10,10,11,0,1,,2,13,1,3,1994,2017
21,21,3,49,1,42,1,6,0,2,,3,27,1,3,1966,2017
21,21,3,49,1,42,8,7,0,2,,3,27,1,3,1983,2017
14.23,14.23,3,49,1,26,3,9,0,2,,3,13,1,3,1989,2017
10,10,3,49,1,70,3,5,0,2,,3,10,1,3,1981,2017
0.03,0.03,1,211,,81,7,,,0,0,,35,1,3,1993,2017
6,6,3,49,1,84,2,34,0,2,,3,27,1,3,1975,2017
10,10,3,49,1,42,12,37,0,2,,3,27,1,3,1977,2017
1.12,1.12,3,49,1,84,5,9,0,2,0,3,27,1,3,1996,2017
12.03,12.03,3,49,1,70,1,8,0,2,,3,27,1,3,1993,2017
24,24,1,211,1,70,2,12,0,2,,3,27,1,3,1977,2017
12.03,12.03,3,49,1,84,9,8,0,2,,3,27,1,3,1991,2017
6,6,3,49,1,84,9,8,0,2,,3,27,1,3,1979,2017
1.35,1.35,3,49,1,84,9,9,0,2,0,3,27,1,3,1989,2017
280,280,1,211,1,39,2,21,0,1,,2,4,1,3,1987,2017
210,210,1,211,1,4,8,12,0,2,,3,4,1,3,1956,2017
70,70,1,211,1,23,6,21,0,1,,1,10,1,3,1974,2017
10,10,3,49,1,70,1,9,0,2,,3,27,1,3,1987,2017
4.16,4.16,3,49,1,30,9,12,0,2,0,3,27,1,3,1997,2017
24,24,3,49,1,70,4,5,0,2,,3,27,1,3,1987,2017
1.56,1.56,3,37,1,84,10,,0,2,0,3,27,1,3,1994,2017
,0,1,211,0,12,10,24,0,2,,3,22,4,3,1958,2017
111,111,1,211,1,14,1,21,0,1,,2,13,1,3,1992,2017
115,115,1,211,1,49,1,22,0,1,,1,13,1,3,1978,2017
15,15,3,49,1,70,8,8,0,2,,3,27,1,3,1979,2017
21.92,21.92,1,211,1,72,7,11,0,1,,2,13,1,3,1959,2017
1.46,1.46,3,49,1,84,9,21,0,2,0,3,27,1,3,1995,2017
72,72,1,211,0,71,8,11,0,1,,6,10,1,3,1992,2017
71,71,1,211,1,14,9,10,0,1,,2,10,1,3,1981,2017
,0,1,211,1,13,6,12,0,1,,1,31,4,3,1967,2017
30,30,1,211,1,4,1,21,0,2,,3,13,1,3,1987,2017
5.3,5.3,3,49,1,46,9,9,0,2,0,3,27,1,3,1991,2017
8.03,8.03,3,49,1,30,3,11,0,2,0,3,27,1,3,1992,2017
120,120,1,211,1,70,10,12,0,1,,6,10,1,3,1960,2017
6,6,3,49,1,46,12,7,0,2,0,3,18,1,3,1965,2017
15,15,1,211,1,30,10,21,0,1,,1,30,1,3,1973,2017
37,37,1,211,1,30,8,21,0,2,,3,23,1,3,1963,2017
1,1,3,49,1,84,8,6,0,2,0,3,27,1,3,1991,2017
34,34,1,211,1,66,7,34,0,0,,1,11,1,3,1995,2017
46,46,1,211,0,72,5,34,0,0,,2,18,1,3,1968,2017
0.07,0.07,,,,22,1,,0,1,0,2,12,1,3,1996,2017
15,15,1,211,1,51,11,22,0,1,,2,10,1,3,1978,2017
8.43,8.43,3,49,1,82,12,8,0,2,0,3,27,1,3,1979,2017
,0,1,211,1,32,5,11,0,1,,2,20,3,3,1990,2017
6.16,6.16,3,30,1,4,7,10,0,2,0,3,27,1,3,1988,2017
,0,2,49,0,32,8,10,0,2,,3,18,3,3,1982,2017
48,48,3,49,1,32,1,10,0,2,,3,18,1,3,1987,2017
,0,1,211,0,23,5,34,0,1,,1,30,3,3,1947,2017
12,12,1,211,1,23,10,34,0,1,,2,13,1,3,1995,2017
33,33,1,211,1,48,11,8,0,1,,2,13,1,3,1984,2017
87,87,1,211,1,32,7,24,0,1,,6,10,1,3,1953,2017
27,27,1,211,1,43,3,10,0,1,,1,10,1,3,1983,2017
21,21,3,49,1,67,5,,0,0,,,27,1,3,1980,2017
48,48,1,211,1,34,2,8,0,1,,2,13,1,3,1993,2017
72,72,1,211,1,15,6,12,0,1,,2,13,1,3,1996,2017
,0,1,211,1,65,7,10,0,1,1,2,17,4,3,1953,2017
44,44,1,211,1,43,7,23,0,1,,1,10,1,3,1957,2017
1,1,1,211,1,0,3,34,0,1,,1,13,1,3,1970,2017
,0,1,211,1,66,7,22,0,0,,2,18,3,3,1984,2017
66,66,1,211,1,16,12,21,0,1,,2,13,1,3,1983,2017
