SENTTOT,SENTTOT0,CITIZEN,CITWHERE,CRIMHIST,DISTRICT,DOBMON,EDUCATN,ENCRYPT2,HISPORIG,INOUT,NEWRACE,OFFTYPSB,SENTIMP,SENTMON,DOBYR,SENTYR
2.17,2.17,3,49,1,84,6,9,0,2,0,3,27,1,3,1957,2017
4,4,3,49,1,84,1,4,0,2,0,3,27,1,3,1977,2017
,0,1,211,1,87,8,32,0,2,,3,11,3,3,1994,2017
22,22,3,49,1,84,11,5,0,2,,3,27,1,3,1974,2017
,0,1,211,1,48,9,34,0,1,,2,18,4,3,1955,2017
180,180,3,49,1,20,9,5,0,2,,3,10,1,3,1976,2017
120,120,1,211,1,42,2,11,0,2,,3,10,1,3,1978,2017
180,180,1,211,1,20,12,21,0,1,,2,13,1,3,1974,2017
,0,1,211,1,48,4,32,0,1,1,2,13,4,3,1968,2017
33,33,3,49,1,48,10,6,0,2,,3,10,1,3,1987,2017
72,72,1,211,0,14,12,16,0,1,,1,13,1,3,1964,2017
51,51,1,211,1,14,10,21,0,1,,1,35,1,3,1996,2017
37,37,1,211,1,42,2,9,0,1,,1,10,1,3,1992,2017
120,120,1,211,1,20,5,34,0,1,,1,10,1,3,1977,2017
200,200,1,211,1,51,8,12,0,1,,1,10,1,3,1977,2017
60,60,1,211,1,20,1,32,0,1,,6,13,1,3,1970,2017
120,120,1,211,1,89,5,23,0,1,,1,28,1,3,1970,2017
,0,1,211,0,41,7,34,0,1,1,2,19,3,3,1992,2017
87,87,1,211,1,13,12,12,0,1,,2,13,1,3,1994,2017
8,8,3,49,1,41,9,6,0,2,0,3,27,1,3,1976,2017
87,87,2,60,1,41,2,8,0,1,,6,10,1,3,1973,2017
10,10,3,40,1,41,12,6,0,2,0,3,27,1,3,1983,2017
9,9,3,49,1,42,11,9,0,2,,3,27,1,3,1988,2017
24,24,1,211,1,41,12,4,0,1,,6,10,1,3,1972,2017
54,54,1,211,1,80,1,9,0,2,,3,13,1,3,1995,2017
,0,3,34,1,58,10,24,0,1,1,1,35,3,3,1941,2017
12,12,1,211,1,42,7,21,0,1,,1,29,1,3,1974,2017
18,18,1,211,1,42,2,10,0,2,,3,13,1,3,1996,2017
24,24,2,30,1,2,5,12,0,2,,3,10,1,3,1991,2017
210,210,1,211,1,42,6,12,0,2,,3,10,1,3,1972,2017
21,21,1,211,0,42,11,12,0,1,,2,30,1,3,1995,2017
4,4,3,49,1,42,5,5,0,2,,3,27,1,3,1979,2017
97,97,2,49,1,42,11,12,0,2,,3,10,1,3,1989,2017
10,10,1,211,1,39,8,11,0,2,,3,13,1,3,1989,2017
57,57,3,49,1,42,9,11,0,2,,3,10,1,3,1995,2017
30,30,3,49,1,23,7,21,0,2,,3,27,1,3,1978,2017
,0,3,40,1,42,10,,0,2,1,3,27,4,3,1983,2017
30,30,1,211,1,39,3,12,0,1,,2,10,1,3,1995,2017
168,168,1,211,1,39,11,12,0,1,,2,13,1,3,1994,2017
120,120,3,49,1,73,10,8,0,2,,3,10,1,3,1977,2017
78,78,1,211,1,74,7,10,0,2,,3,13,1,3,1966,2017
121,121,1,211,1,39,12,12,0,2,,3,10,1,3,1974,2017
210,210,1,211,1,30,12,12,0,1,,2,10,1,3,1983,2017
48,48,2,39,1,30,5,32,0,1,,2,10,1,3,1978,2017
24,24,3,49,1,70,11,1,0,2,,3,27,1,3,1974,2017
180,180,1,211,1,42,10,21,0,1,,1,13,1,3,1991,2017
121,121,3,49,1,42,3,9,0,2,,3,10,1,3,1977,2017
151,151,1,211,1,39,1,34,0,1,,2,10,1,3,1988,2017
2,2,3,49,1,42,2,,0,2,0,3,27,1,3,1966,2017
9,9,3,49,1,67,2,5,0,0,,,27,1,3,1982,2017
60,60,1,211,1,30,8,12,0,1,,1,28,1,3,1989,2017
120,120,5,37,0,30,9,6,0,2,,3,10,1,3,1987,2017
84,84,1,211,1,29,11,16,0,2,,3,18,1,3,1963,2017
33,33,1,211,1,31,8,11,0,1,,2,13,1,3,1981,2017
2.16,2.16,3,37,1,31,1,,0,2,0,3,27,1,3,1988,2017
60,60,3,49,1,82,10,8,0,2,,3,13,1,3,1983,2017
13.03,13.03,2,49,0,70,7,9,0,2,,3,10,1,3,1989,2017
46,46,1,211,1,31,10,34,0,1,,2,10,1,3,1965,2017
30,30,3,37,1,87,7,2,0,2,,3,27,1,3,1975,2017
96,96,1,211,1,40,6,9,0,1,,1,10,1,3,1962,2017
24,24,1,211,1,43,8,34,0,1,,1,18,1,3,1968,2017
188,188,1,211,1,39,3,12,0,1,,2,10,1,3,1989,2017
1.36,1.36,3,37,1,31,4,,0,2,0,3,27,1,3,1982,2017
77,77,1,211,1,54,8,21,0,1,,1,13,1,3,1975,2017
24,24,1,211,1,43,8,21,0,1,,2,21,1,3,1973,2017
10,10,3,49,1,87,4,3,0,2,,3,27,1,3,1979,2017
30,30,1,211,1,22,8,12,0,1,,2,4,1,3,1988,2017
46,46,1,211,1,16,8,34,0,1,,2,10,1,3,1978,2017
16,16,3,37,1,70,3,0,0,2,,3,27,1,3,1963,2017
,0,3,49,1,42,9,,0,2,1,3,27,4,3,1980,2017
,0,1,211,0,1,10,12,0,1,,1,18,4,3,1963,2017
20,20,2,25,1,77,8,12,0,1,,1,10,1,3,1990,2017
,0,1,211,0,42,12,12,0,1,,1,19,4,3,1946,2017
24,24,1,211,0,77,6,11,0,0,,1,10,1,3,1981,2017
48,48,1,211,1,69,6,10,0,1,,6,4,1,3,1984,2017
2,2,3,49,1,42,10,,0,2,0,3,27,1,3,1985,2017
4,4,3,49,1,46,4,,0,2,0,3,27,1,3,1973,2017
,0,3,49,,83,4,,0,2,0,3,18,1,3,1971,2017
,0,1,211,1,13,3,34,0,1,,1,31,3,3,1967,2017
48,48,1,211,1,38,3,12,0,1,,2,11,1,3,1981,2017
2,2,3,49,1,42,1,,0,2,0,3,27,1,3,1976,2017
24,24,2,58,1,51,6,16,0,1,,2,20,1,3,1987,2017
,0,1,211,0,45,8,23,0,1,,1,22,4,3,1958,2017
5.36,5.36,1,211,1,67,10,12,0,1,,2,13,1,3,1993,2017
18,18,3,49,1,41,4,5,0,2,,3,27,1,3,1989,2017
18,18,2,37,0,16,1,12,0,2,,3,10,1,3,1984,2017
120,120,3,49,0,73,2,6,0,2,,3,10,1,2,1979,2017
14.26,14.26,3,45,1,8,9,8,0,0,,2,27,1,12,1987,2016
30,30,3,49,1,39,10,12,0,2,,3,27,1,3,1984,2017
18,18,1,211,1,2,2,34,0,1,,1,10,1,3,1981,2017
36,36,1,211,1,70,9,12,0,1,,6,27,1,2,1963,2017
262,262,1,211,1,8,1,32,0,2,,3,24,1,1,1994,2017
70,70,1,211,1,46,4,34,0,1,,1,18,1,2,1946,2017
6,6,3,32,1,74,8,6,0,2,,3,27,1,2,1961,2017
12.03,12.03,3,49,1,74,6,12,0,2,,3,27,1,3,1991,2017
14,14,1,211,1,32,5,34,0,1,,2,13,1,3,1986,2017
,0,1,211,1,69,8,37,0,1,0,6,18,1,3,1984,2017
,0,,,1,71,9,,0,0,,,18,1,3,1966,2017
480,480,1,211,1,74,2,11,0,1,,2,4,1,2,1984,2017
180,180,1,211,1,31,4,9,0,1,,2,13,1,3,1993,2017
37,37,3,49,1,41,12,8,0,2,,3,10,1,3,1991,2017
,0,3,49,1,88,10,6,0,2,0,3,27,1,3,1981,2017
36,36,3,49,1,41,9,9,0,2,,3,10,1,3,1990,2017
2,2,3,37,1,42,12,,0,2,0,3,27,1,3,1989,2017
16,16,2,45,0,30,5,16,0,1,,2,18,1,3,1989,2017
26,26,3,28,1,41,8,12,0,2,,3,27,1,3,1964,2017
13,13,3,40,1,41,8,8,0,2,,3,27,1,3,1993,2017
30,30,3,32,1,41,5,6,0,2,,3,27,1,3,1985,2017
24,24,1,211,1,60,1,21,0,1,,2,29,1,3,1980,2017
12.03,12.03,1,211,1,70,9,9,0,1,,6,10,1,3,1986,2017
,0,1,211,0,71,3,23,0,1,,1,22,4,3,1958,2017
27,27,3,49,1,83,9,37,0,2,,3,13,1,3,1982,2017
12,12,3,40,1,42,6,6,0,2,0,3,27,1,3,1980,2017
1.38,1.38,1,211,1,58,10,12,0,1,0,2,20,2,3,1993,2017
60,60,1,211,1,67,12,9,0,1,,1,10,1,3,1956,2017
51,51,1,211,1,39,1,34,0,1,,2,13,1,3,1984,2017
240,240,1,211,1,6,7,11,0,1,,2,10,1,3,1982,2017
14,14,1,211,1,68,9,23,0,1,,6,5,1,3,1977,2017
2.1,2.1,3,49,1,84,10,9,0,2,0,3,27,1,3,1977,2017
57,57,1,211,1,39,7,12,0,2,,3,10,1,3,1983,2017
46,46,1,211,1,85,4,34,0,1,,1,6,1,3,1964,2017
,0,1,211,0,20,3,12,0,1,1,2,18,3,3,1985,2017
30,30,1,211,1,39,11,12,0,1,,2,13,1,3,1988,2017
60,60,1,211,1,48,8,21,0,1,,1,28,1,3,1986,2017
30,30,1,211,1,41,9,34,0,2,,3,10,1,3,1987,2017
1.62,1.62,3,49,1,42,6,,0,2,0,3,27,1,3,1971,2017
37,37,1,211,1,24,1,12,0,1,,2,10,1,3,1973,2017
110,110,1,211,1,69,8,21,0,1,,1,10,1,3,1963,2017
60,60,1,211,1,22,10,21,0,1,,2,13,1,3,1996,2017
63,63,1,211,1,39,2,12,0,1,,1,10,1,3,1975,2017
36,36,1,211,1,20,8,12,0,0,,1,28,1,3,1977,2017
151,151,1,211,1,20,3,12,0,1,,1,10,1,3,1969,2017
151,151,1,211,1,40,11,12,0,1,,2,10,1,3,1984,2017
120,120,1,211,1,39,6,34,0,1,,1,18,1,3,1964,2017
18,18,1,211,1,41,9,8,0,2,,3,27,1,3,1981,2017
21,21,3,49,1,42,4,6,0,2,,3,27,1,3,1981,2017
,0,1,211,0,40,8,34,0,1,,2,18,4,3,1954,2017
24,24,1,211,1,51,1,21,0,1,,2,5,1,3,1981,2017
57,57,1,211,1,39,10,21,0,1,,1,13,1,3,1985,2017
87,87,2,32,1,41,6,9,0,2,,3,27,1,3,1977,2017
12,12,2,32,1,22,10,12,0,2,,3,13,1,3,1993,2017
,0,1,211,0,41,11,10,0,2,,3,18,4,3,1970,2017
8,8,3,49,1,42,4,6,0,2,0,3,27,1,3,1979,2017
60,60,2,150,1,22,4,16,0,1,,1,10,1,3,1978,2017
100,100,1,211,1,39,2,12,0,1,,1,13,1,3,1992,2017
21,21,3,49,1,42,6,6,0,2,,3,27,1,3,1979,2017
,0,1,211,1,32,12,21,0,1,,2,13,2,3,1982,2017
5.91,5.91,3,49,,70,2,,0,2,0,3,12,1,10,1986,2016
6,6,3,49,,70,4,,0,2,0,3,12,1,10,1988,2016
5.91,5.91,3,49,,70,9,,0,2,0,3,12,1,11,1976,2016
6,6,2,49,,70,6,,0,2,0,3,12,1,12,1998,2016
5.91,5.91,1,211,,70,9,,0,2,,3,12,1,12,1982,2016
5.91,5.91,3,49,,70,12,,0,2,0,3,12,1,12,1985,2016
6,6,3,40,,70,9,,0,2,0,3,12,1,12,1989,2016
6,6,3,49,,70,8,,0,2,0,3,12,1,12,1993,2016
1.15,1.15,3,49,1,84,11,6,0,2,0,3,27,1,12,1986,2016
3.12,3.12,3,49,,70,7,,0,2,0,3,27,1,1,1983,2017
5.91,5.91,3,49,,70,3,,0,2,0,3,12,1,1,1994,2017
235,235,1,211,1,63,11,24,0,1,,1,4,1,1,1969,2017
6,6,1,211,,70,12,,0,2,0,3,12,1,12,1998,2016
6,6,3,49,,70,1,,0,2,0,3,12,1,1,1987,2017
6,6,3,37,1,63,12,,0,2,0,3,27,1,1,1989,2017
2,2,3,49,,70,9,,0,2,0,3,12,1,1,1986,2017
120,120,1,211,1,63,7,21,0,1,,2,10,1,1,1977,2017
18,18,1,211,1,63,3,21,0,1,,2,10,1,1,1963,2017
13,13,1,211,0,63,8,34,0,1,,1,18,1,1,1950,2017
18,18,1,211,1,63,5,12,0,1,,2,10,1,1,1989,2017
84,84,1,211,1,63,6,21,0,1,,1,9,1,1,1972,2017
18,18,1,211,1,63,9,21,0,1,,1,10,1,1,1991,2017
5.91,5.91,3,49,,70,2,,0,2,0,3,12,1,2,1989,2017
1,1,1,211,,70,12,,0,2,0,3,12,1,2,1989,2017
60,60,1,211,1,48,10,34,0,1,,1,28,1,1,1953,2017
6,6,3,49,,70,7,,0,2,0,3,12,1,2,1996,2017
5.91,5.91,3,49,,70,12,,0,2,0,3,12,1,2,1988,2017
2.96,2.96,1,211,,70,10,,0,2,0,3,12,1,2,1978,2017
8,8,3,49,,70,3,,0,2,0,3,12,1,2,1981,2017
9,9,3,49,,70,10,,0,2,0,3,12,1,2,1991,2017
12.03,12.03,3,49,0,71,11,8,0,2,,3,10,1,2,1979,2017
7.88,7.88,3,49,,70,1,,0,2,0,3,12,1,2,1981,2017
,0,1,211,1,7,11,12,0,1,,1,22,2,2,1958,2017
4.11,4.11,3,49,,70,5,,0,2,0,3,27,1,2,1988,2017
3.16,3.16,3,49,,70,6,,0,2,0,3,18,1,2,1988,2017
37,37,1,211,1,79,1,21,0,2,,3,13,1,2,1967,2017
,0,1,211,,70,12,,0,2,,3,5,1,2,1996,2017
183,183,1,211,1,34,10,21,0,1,,1,18,1,2,1971,2017
12.03,12.03,3,28,1,27,7,24,0,2,,3,29,1,2,1951,2017
6,6,3,49,1,84,12,6,0,2,,3,27,1,2,1973,2017
6,6,1,211,1,42,4,24,0,1,,1,30,2,2,1951,2017
8,8,3,49,1,84,6,6,0,2,,3,27,1,2,1978,2017
126,126,1,211,1,45,8,21,0,1,,2,13,1,2,1974,2017
3,3,1,211,,70,10,,0,2,0,3,12,1,2,1975,2017
,0,1,211,,32,12,,0,1,,1,5,4,3,1987,2017
36,36,1,211,1,24,4,32,0,1,,2,10,1,3,1997,2017
24,24,1,211,1,41,7,21,0,2,,3,10,1,3,1980,2017
24,24,1,211,1,91,10,10,0,1,,2,13,1,3,1986,2017
,0,1,211,1,74,10,12,0,1,,6,35,4,3,1954,2017
15,15,3,49,1,40,1,11,0,2,,3,10,1,3,1988,2017
15,15,1,211,1,9,8,34,0,1,,1,13,1,3,1980,2017
95,95,1,211,1,20,12,12,0,1,,2,10,1,3,1983,2017
18,18,1,211,1,4,2,6,0,2,,3,10,1,3,1977,2017
48,48,1,211,1,18,1,9,0,1,,2,10,1,3,1993,2017
140,140,1,211,1,20,9,8,0,1,,2,10,1,3,1985,2017
70,70,1,211,1,42,6,21,0,2,,3,10,1,3,1968,2017
5.16,5.16,3,49,1,84,10,11,0,2,,3,13,1,3,1988,2017
17,17,1,211,1,42,7,34,0,2,,3,13,1,3,1980,2017
0.13,0.13,1,211,,73,6,,0,0,0,,35,1,3,1983,2017
36,36,2,49,1,74,6,9,0,2,,3,10,1,3,1978,2017
9,9,3,49,1,74,10,2,0,2,,3,27,1,3,1964,2017
11,11,3,49,1,42,2,8,0,2,0,3,35,1,3,1991,2017
14,14,3,49,1,42,2,4,0,2,0,3,27,1,3,1977,2017
21,21,1,211,1,74,12,34,0,1,,6,10,1,3,1973,2017
6,6,1,211,1,91,5,34,0,1,0,2,29,1,3,1977,2017
37,37,3,49,1,42,4,9,0,2,,3,27,1,3,1981,2017
12,12,3,49,1,74,3,10,0,2,,3,27,1,3,1982,2017
60,60,1,211,1,65,5,34,0,1,,2,13,1,3,1991,2017
,0,1,211,1,13,10,12,0,1,,2,10,1,3,1961,2017
57,57,3,49,1,42,12,8,0,2,,3,27,1,3,1965,2017
60,60,2,49,1,74,10,34,0,2,,3,10,1,3,1982,2017
40,40,3,40,1,42,6,8,0,2,,3,27,1,3,1976,2017
48,48,3,49,1,42,1,9,0,2,,3,27,1,3,1979,2017
18,18,3,49,1,42,7,6,0,2,,3,27,1,3,1986,2017
12.03,12.03,1,211,0,45,3,12,0,1,,1,23,1,3,1977,2017
30,30,3,49,1,42,2,6,0,2,,3,27,1,3,1973,2017
24,24,2,49,1,41,7,34,0,2,,3,10,1,3,1966,2017
4.72,4.72,4,45,0,7,12,12,0,1,,2,10,1,3,1993,2017
51,51,1,211,1,65,1,8,0,1,,2,13,1,3,1980,2017
120,120,1,211,1,45,10,21,0,1,,2,10,1,3,1978,2017
27,27,1,211,1,41,7,34,0,2,,3,13,1,3,1971,2017
18,18,1,211,0,91,3,34,0,1,,2,10,1,3,1976,2017
6,6,1,211,1,41,2,34,0,2,,3,27,2,3,1980,2017
12.03,12.03,1,211,1,41,6,9,0,1,,2,27,1,3,1976,2017
4,4,1,211,1,71,7,21,0,1,,1,29,1,3,1970,2017
180,180,1,211,1,16,5,9,0,1,,2,13,1,3,1977,2017
57,57,1,211,1,54,8,7,0,1,,2,13,1,3,1986,2017
30,30,1,211,1,35,9,21,0,2,,3,10,1,3,1983,2017
60,60,1,211,0,91,7,34,0,1,,1,10,1,3,1993,2017
36,36,1,211,1,65,4,10,0,1,,2,13,1,3,1986,2017
46,46,1,211,0,71,11,12,0,1,,1,18,1,3,1975,2017
26,26,3,49,0,41,4,9,0,2,,3,10,1,3,1976,2017
235,235,1,211,1,47,1,11,0,1,,2,10,1,3,1985,2017
24,24,1,211,1,41,9,12,0,2,,3,27,1,3,1972,2017
70,70,1,211,1,41,9,34,0,2,,3,10,1,3,1991,2017
6,6,1,211,1,9,12,13,0,1,,1,18,1,3,1978,2017
,0,1,211,1,95,12,21,0,1,,1,35,4,3,1939,2017
120,120,1,211,1,42,5,22,0,2,,3,24,1,3,1980,2017
70,70,1,211,1,65,5,34,0,1,,1,13,1,3,1978,2017
0.2,0.2,1,211,1,83,11,34,0,1,,2,11,1,3,1977,2017
104,104,1,211,1,72,10,33,0,2,,3,10,1,3,1980,2017
80,80,1,211,1,56,5,32,0,1,,1,18,1,3,1989,2017
80,80,1,211,1,41,7,9,0,2,,3,24,1,3,1989,2017
,0,1,211,1,9,8,34,0,2,,3,10,1,3,1976,2017
24,24,1,211,1,7,2,10,0,2,,3,13,2,3,1986,2017
6,6,3,40,1,70,7,6,0,2,0,3,27,1,3,1981,2017
120,120,1,211,1,19,7,34,0,1,,1,13,1,3,1975,2017
130,130,1,211,1,78,5,21,0,1,,2,6,1,3,1985,2017
18,18,3,49,1,67,9,,0,2,,3,27,1,3,1964,2017
4.62,4.62,1,211,1,19,4,34,0,1,0,1,18,1,3,1958,2017
105,105,1,211,1,86,6,12,0,2,,3,13,1,3,1977,2017
96,96,1,211,1,77,3,21,0,0,,6,10,1,3,1986,2017
72,72,1,211,1,19,11,12,0,1,,1,10,1,3,1990,2017
,0,1,211,1,10,3,34,0,2,,3,27,1,3,1974,2017
140,140,1,211,1,19,10,21,0,1,,1,10,1,3,1980,2017
30,30,1,211,1,19,4,21,0,1,,2,10,1,3,1972,2017
15,15,1,211,1,19,12,10,0,1,,2,10,1,3,1979,2017
46,46,1,211,1,19,8,21,0,1,,2,10,1,3,1990,2017
74,74,1,211,1,19,7,34,0,1,,1,10,1,3,1980,2017
7,7,3,49,1,41,11,8,0,2,0,3,27,1,3,1963,2017
100,100,1,211,1,19,5,21,0,1,,2,10,1,3,1978,2017
13,13,3,32,1,41,10,6,0,2,0,3,27,1,3,1990,2017
24,24,3,49,1,41,7,6,0,2,,3,27,1,3,1984,2017
4.69,4.69,3,,1,41,3,,0,2,0,3,27,1,3,1968,2017
6,6,4,49,0,70,1,11,0,2,,3,27,1,3,1997,2017
12,12,1,211,1,41,6,12,0,2,0,3,5,1,3,1992,2017
50,50,3,49,1,56,11,10,0,2,,3,27,1,3,1978,2017
96,96,1,211,1,41,12,6,0,2,,3,10,1,3,1986,2017
120,120,1,211,1,36,12,12,0,2,,3,10,1,3,1992,2017
0.03,0.03,1,211,0,1,6,24,0,1,,1,18,2,3,1965,2017
63,63,1,211,1,36,12,12,0,1,,1,13,1,3,1972,2017
3,3,3,49,1,45,5,6,0,2,0,3,27,1,3,1978,2017
120,120,1,211,1,45,1,34,0,1,,2,24,1,3,1990,2017
43,43,1,211,1,32,10,21,0,1,,2,13,1,12,1969,2016
12.03,12.03,1,211,1,32,10,21,0,1,,1,18,1,1,1985,2017
75,75,1,211,1,13,10,12,0,1,,2,18,1,3,1984,2017
6,6,3,40,1,89,12,9,0,2,,3,27,1,3,1985,2017
120,120,3,40,1,48,9,1,0,2,,3,10,1,1,1976,2017
5.91,5.91,3,49,,70,4,,0,2,0,3,12,1,1,1991,2017
5.91,5.91,3,49,,70,12,,0,2,0,3,12,1,1,1991,2017
70,70,2,27,1,7,8,37,0,1,,6,24,1,1,1980,2017
120,120,1,211,0,42,6,21,0,2,,3,10,1,3,1977,2017
6,6,3,40,,70,6,,0,2,0,3,12,1,1,1982,2017
,0,1,211,1,12,3,12,0,2,,3,18,4,3,1984,2017
60,60,1,211,1,48,2,21,0,1,,1,10,1,2,1975,2017
24,24,1,211,1,48,3,34,0,1,,1,28,1,2,1962,2017
8,8,3,32,1,41,8,6,0,2,0,3,27,1,2,1984,2017
10,10,3,32,1,41,11,9,0,2,0,3,27,1,1,1978,2017
2.13,2.13,3,49,1,42,10,,0,2,0,3,27,1,2,1980,2017
,0,1,211,0,91,12,12,0,1,1,2,29,3,2,1974,2017
70,70,1,211,1,91,3,12,0,2,,3,10,1,2,1970,2017
18.36,18.36,3,30,1,1,7,32,0,2,,3,27,1,2,1985,2017
12.03,12.03,3,32,1,41,11,12,0,2,0,3,27,1,2,1989,2017
135,135,1,211,1,7,6,16,0,1,,1,32,1,2,1954,2017
96,96,1,211,1,13,10,11,0,2,,3,10,1,3,1992,2017
,0,1,211,1,22,8,,0,1,1,1,12,4,2,1986,2017
6,6,3,49,1,84,4,9,0,2,,3,27,1,2,1977,2017
63,63,1,211,1,91,6,9,0,2,,3,10,1,3,1992,2017
180,180,1,211,1,56,5,16,0,1,,1,13,1,3,1968,2017
52,52,1,211,1,71,4,34,0,1,,1,18,1,3,1964,2017
,0,3,49,1,88,9,0,0,2,,3,27,4,3,1976,2017
57,57,3,49,1,26,1,12,0,2,,3,10,1,3,1973,2017
120,120,1,211,0,57,3,24,0,1,,1,18,1,3,1953,2017
211,211,1,211,1,66,3,8,0,0,,1,13,1,3,1981,2017
12.03,12.03,1,211,1,8,12,10,0,1,,1,18,1,3,1969,2017
,0,1,211,0,42,5,22,0,2,,3,10,3,3,1978,2017
95,95,1,211,1,12,1,8,0,0,,2,13,1,3,1987,2017
84,84,1,211,1,39,12,12,0,1,,6,10,1,3,1967,2017
48,48,,30,0,32,5,,0,2,,3,10,1,3,1974,2017
48,48,4,85,0,32,9,6,0,2,,3,10,1,3,1974,2017
7,7,1,211,1,42,6,34,0,1,0,1,35,1,3,1973,2017
40,40,3,49,1,42,6,1,0,2,,3,27,1,3,1984,2017
30,30,3,30,1,41,3,21,0,2,,3,27,1,3,1965,2017
6,6,1,211,1,31,8,12,0,1,,2,18,1,3,1992,2017
21,21,3,32,1,42,10,2,0,2,,3,27,1,3,1973,2017
24,24,1,211,1,45,10,21,0,1,,2,13,1,3,1985,2017
40,40,3,49,1,42,2,6,0,2,,3,27,1,3,1980,2017
40,40,3,49,1,42,12,21,0,2,,3,27,1,3,1983,2017
188,188,1,211,1,28,5,11,0,2,,3,10,1,3,1982,2017
20,20,1,211,0,28,6,24,0,2,,3,10,1,3,1970,2017
192,192,2,49,0,39,2,6,0,2,,3,10,1,3,1982,2017
10,10,3,138,1,31,9,34,0,1,,1,27,1,3,1986,2017
30,30,3,49,1,42,1,21,0,2,,3,27,1,3,1991,2017
15,15,1,211,1,55,3,34,0,1,,2,13,1,3,1994,2017
15,15,3,49,1,42,5,12,0,2,,3,27,1,3,1988,2017
30,30,1,211,1,55,6,21,0,1,,2,13,1,3,1993,2017
24,24,3,49,1,42,12,6,0,2,,3,27,1,3,1953,2017
108,108,3,49,1,41,3,21,0,2,,3,10,1,3,1973,2017
24,24,3,49,1,42,6,6,0,2,,3,27,1,3,1982,2017
18,18,2,20,1,41,11,12,0,2,,3,27,1,3,1973,2017
37,37,1,211,1,12,4,12,0,1,,1,18,1,3,1952,2017
,0,1,211,1,95,1,34,0,1,1,6,35,4,3,1990,2017
48,48,3,49,1,42,10,0,0,2,,3,27,1,3,1969,2017
36,36,1,211,1,26,8,6,0,1,,1,30,1,3,1950,2017
78,78,3,49,1,19,7,11,0,2,,3,23,1,3,1984,2017
,0,1,211,1,95,4,12,0,1,1,6,35,4,3,1996,2017
10,10,3,49,1,42,4,3,0,2,,3,27,1,3,1970,2017
16,16,3,49,1,32,7,10,0,2,,3,27,1,3,1984,2017
120,120,1,211,1,22,11,11,0,1,,2,13,1,3,1982,2017
,0,1,211,0,20,1,16,0,1,,1,18,2,3,1953,2017
0.03,0.03,2,210,0,12,6,16,0,1,,2,18,1,3,1962,2017
,0,3,30,1,4,7,,0,2,1,3,27,4,3,1964,2017
,0,1,211,1,71,1,34,0,1,,2,18,3,3,1948,2017
57,57,1,211,1,19,9,21,0,1,,2,10,1,3,1966,2017
21,21,3,49,1,42,9,21,0,2,,3,27,1,3,1979,2017
33,33,3,49,1,41,5,11,0,2,,3,27,1,3,1989,2017
1.38,1.38,3,49,1,84,8,10,0,2,0,3,27,1,3,1970,2017
0.89,0.89,3,49,1,84,8,9,0,2,0,3,27,1,3,1991,2017
,0,1,211,0,30,8,16,0,1,1,1,18,4,3,1977,2017
10,10,3,49,1,41,7,3,0,2,,3,27,1,3,1980,2017
72,72,3,49,1,55,3,37,0,2,,3,10,1,3,1986,2017
7.39,7.39,3,49,1,41,6,0,0,2,0,3,27,1,3,1965,2017
30,30,3,49,1,41,4,12,0,2,,3,27,1,3,1975,2017
10,10,3,49,1,41,12,7,0,2,,3,27,1,3,1962,2017
12.03,12.03,3,49,0,41,7,4,0,2,,3,27,1,3,1991,2017
,0,1,211,0,20,3,16,0,1,,1,18,4,3,1971,2017
37,37,1,211,1,28,3,34,0,1,,2,10,1,3,1984,2017
108,108,1,211,1,22,11,34,0,1,,2,13,1,3,1982,2017
50,50,1,211,1,28,11,12,0,1,,2,10,1,3,1985,2017
4.3,4.3,3,49,1,42,12,,0,2,0,3,27,1,3,1982,2017
41,41,1,211,1,79,9,21,0,1,,1,10,1,3,1990,2017
4.39,4.39,3,37,1,42,8,,0,2,0,3,27,1,3,1985,2017
18,18,1,211,1,41,9,7,0,2,,3,27,1,3,1988,2017
90,90,1,211,1,31,7,9,0,1,,,13,1,3,1970,2017
18,18,1,211,1,16,4,16,0,1,,2,23,2,3,1974,2017
57,57,1,211,1,42,12,21,0,2,,3,13,1,3,1993,2017
71,71,1,211,1,19,1,21,0,1,,2,10,1,3,1985,2017
,0,2,20,0,41,12,12,0,2,,3,27,4,3,1982,2017
234,234,1,211,1,16,9,12,0,1,,2,18,1,3,1958,2017
1.71,1.71,3,40,1,84,12,21,0,2,0,3,27,1,3,1992,2017
100,100,1,211,1,19,8,21,0,1,,2,6,1,3,1991,2017
15,15,3,49,1,42,6,6,0,2,,3,27,1,3,1980,2017
14,14,3,49,1,41,6,7,0,2,,3,27,1,3,1994,2017
,0,1,211,1,88,8,12,0,1,0,1,18,1,3,1964,2017
151,151,1,211,1,12,12,9,0,1,,2,4,1,3,1986,2017
15,15,2,49,1,42,9,10,0,2,,3,27,1,3,1987,2017
,0,1,211,0,71,9,16,0,1,1,1,33,4,3,1972,2017
21,21,3,40,1,65,7,7,0,2,,3,27,1,3,1986,2017
110,110,1,211,1,30,11,21,0,1,,1,10,1,3,1965,2017
38,38,1,211,1,57,7,12,0,1,,2,24,1,3,1984,2017
8,8,3,49,0,41,12,9,0,2,,3,27,1,3,1997,2017
21,21,3,49,1,88,8,32,0,2,,3,6,1,3,1993,2017
1.59,1.59,3,49,0,42,12,,0,2,0,3,12,1,3,1998,2017
21,21,2,60,1,41,1,7,0,1,,6,10,1,3,1971,2017
50,50,3,49,1,41,3,3,0,2,,3,27,1,3,1979,2017
